  Ref #,Carrier,Service Level,Tracking #,Status,Ship Date,Location,To ID,To Company,Discounted Cost,Published Cost,Marked Up Cost,Payment Type,Shipment Type,Delivery Status,Last Updated By,Last Updated Date,Comments
800007,UPS,UPS 2nd Day Air,1ZXXXXXXXXXXXXXXXX,shipped,2025-08-27 20:17:55,NA Spare Parts,Unknown,Dental Delights,126.69,127.97,152.03,sender,Outbound,shipped,Bhavana Musuluri,2025-08-27 20:23:14,0
800008,FedEx,FedEx International Economy,Unknown,canceled,2025-08-25 12:20:21,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Outbound,pending,Bhavana Musuluri,2025-08-25 12:20:26,0
800008-2,UPS,UPS Worldwide Expedited,1ZXXXXXXXXXXXXXXXX,shipped,2025-08-25 12:20:36,NA Spare Parts,AID672847499,Museum of Illusions Doha,597.67,603.71,717.2,sender,Outbound,shipped,Bhavana Musuluri,2025-08-25 12:24:40,0
904,Unknown,Unknown,Unknown,draft,2025-08-21 14:17:45,NA Spare Parts,AID2099632640,Nachos Inc.,800.0,800.0,0.0,sender,Outbound,pending,Pritesh Shah,2025-08-22 21:52:04,0
902,UPS,UPS Worldwide Saver,1ZXXXXXXXXXXXXXXXX,shipped,2025-08-21 14:53:27,NA Spare Parts,AID672847499,Deutsches Museum,506.11,511.22,607.33,sender,Outbound,shipped,Pritesh Shah,2025-08-22 00:24:44,0
901,SAIA,Standard,999999999993,shipped,2025-08-21 14:50:25,NA Spare Parts,105900,Paccable Corp.,554.11,6498.04,664.93,sender,Outbound,shipped,Pritesh Shah,2025-08-22 00:21:42,0
900,FedEx,FedEx Express Saver,794608667533,shipped,2025-08-21 14:47:06,NA Spare Parts,Unknown,ADAMS CO.,151.59,151.59,181.91,sender,Outbound,shipped,Pritesh Shah,2025-08-22 00:18:30,0
902,FedEx,FedEx International Economy,794608598356,shipped,2025-08-21 10:12:02,NA Spare Parts,AID672847499,Deutsches Museum,405.75,405.75,486.9,sender,Outbound,shipped,Pritesh Shah,2025-08-21 19:42:47,0
S10-3-1-1-2-P1-2-1,UPS,UPS Ground,Unknown,draft,2025-08-21 12:29:40,CloudLeapIndia,85614,Cloudleap,0.0,0.0,0.0,sender,Outbound,pending,Srikanth Bandi,2025-08-21 12:31:34,0
S10-3-1-1-2-P1-2,BLUE DART,Domestic Priority,20472015594,shipped,2025-08-21 12:12:45,CloudLeapIndia,85614,Cloudleap,0.0,0.0,0.0,sender,Outbound,shipped,Srikanth Bandi,2025-08-21 12:13:28,0
S10-3-1-1-2-P1-1-1,BLUE DART,Domestic Priority,Unknown,draft,2025-08-21 12:06:47,CloudLeapIndia,85614,Cloudleap,0.0,0.0,0.0,sender,Outbound,pending,Srikanth Bandi,2025-08-21 12:08:22,0
S10-3-1-1-2-1,Unknown,Unknown,Unknown,draft,2025-08-21 12:06:08,Unknown,85614,Cloudleap,0.0,0.0,0.0,sender,Outbound,pending,Unknown User,2025-08-21 12:06:09,0
S10-3-1-1-2-P1-1,BLUE DART,Domestic Priority,20472015561,shipped,2025-08-21 12:03:08,CloudLeapIndia,85614,Cloudleap,0.0,0.0,0.0,sender,Outbound,shipped,Srikanth Bandi,2025-08-21 12:05:34,0
Unknown,UPS,UPS Worldwide Expedited,1ZXXXXXXXXXXXXXXXX,shipped,2025-08-20 13:36:37,NA Spare Parts,Unknown,CloudLeap Software Pvt Ltd.,1370.85,1384.7,1645.02,sender,Outbound,shipped,Srikanth Bandi,2025-08-20 13:46:09,0
Unknown,BLUE DART,Ground,53452034904,shipped,2025-08-20 13:33:08,NCC Cyber Urbania,Unknown,CloudLeap Software Pvt Ltd.,0.0,0.0,0.0,sender,Outbound,shipped,Srikanth Bandi,2025-08-20 13:36:36,0
S10-3-1-1-2-P1,BLUE DART,Domestic Priority,20472015233,shipped,2025-08-20 13:23:13,CloudLeapIndia,85614,Cloudleap,0.0,0.0,0.0,sender,Outbound,shipped,Srikanth Bandi,2025-08-20 13:24:14,0
7070-3,Unknown,Unknown,Unknown,draft,2025-08-20 13:14:06,Unknown,Unknown,Wall Street Ferry Pier 11,0.0,0.0,0.0,sender,Outbound,pending,Unknown User,2025-08-20 13:14:07,0
Unknown,AAA Cooper,Standard,20000117556756884,shipped,2025-08-20 13:09:09,NA Spare Parts,AID2099632640,Nachos Inc.,145.59,145.59,0.0,sender,Outbound,shipped,Srikanth Bandi,2025-08-20 13:11:34,0
S10-2-3-1,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,shipped,2025-08-20 12:07:37,NA Spare Parts,12106,BARBER BROTHERS DAIRY,86.25,87.12,103.5,sender,Outbound,shipped,Srikanth Bandi,2025-08-20 12:10:19,0
S10-3-1-1-2,BLUE DART,Domestic Priority,Unknown,draft,2025-08-20 13:17:14,CloudLeapIndia,85614,Cloudleap,0.0,0.0,0.0,sender,Outbound,pending,Srikanth Bandi,2025-08-20 13:23:06,0
7070-1,Unknown,Unknown,Unknown,draft,2025-08-20 11:59:19,Unknown,Unknown,Wall Street Ferry Pier 11,0.0,0.0,0.0,sender,Outbound,pending,Unknown User,2025-08-20 11:59:20,0
S10-3-1-1-1,BLUE DART,Domestic Priority,20472015255,shipped,2025-08-20 13:53:47,CloudLeapIndia,85614,Cloudleap,0.0,0.0,0.0,sender,Outbound,shipped,Srikanth Bandi,2025-08-20 13:55:55,0
901,SAIA,Standard,999999999993,shipped,2025-08-21 10:06:11,NA Spare Parts,105900,Paccable Corp.,554.11,6498.04,664.93,sender,Outbound,shipped,Pritesh Shah,2025-08-21 19:38:04,0
900,FedEx,FedEx Express Saver,794608597452,shipped,2025-08-21 10:01:28,NA Spare Parts,Unknown,ADAMS CO.,151.59,151.59,181.91,sender,Outbound,shipped,Pritesh Shah,2025-08-21 19:34:10,0
900-10,FedEx,FedEx 2 Day,Unknown,draft,2025-08-19 13:45:32,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,pending,Srikanth Bandi,2025-08-19 13:46:51,0
Unknown,BLUE DART,Ground,Unknown,draft,2025-08-19 13:40:16,CloudLeapIndia,Unknown,Cloudleap,0.0,0.0,0.0,sender,Outbound,pending,Srikanth Bandi,2025-08-19 13:40:26,0
Unknown,Unknown,Unknown,Unknown,draft,2025-08-19 13:18:43,NA Spare Parts,Unknown,_x0009_ABC Technologies Inc,0.0,0.0,0.0,sender,Outbound,pending,Srikanth Bandi,2025-08-19 13:25:20,0
800009|800008,UPS,UPS Worldwide Expedited,1ZXXXXXXXXXXXXXXXX,shipped,2025-08-18 02:22:46,NA Spare Parts,AID672847499,Deutsches Museum,733.53,740.94,880.24,sender,Outbound,shipped,Bhavana Musuluri,2025-08-18 02:24:06,0
903,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,shipped,2025-08-26 11:26:48,NA Spare Parts,Unknown,Test,58.69,113.53,70.43,sender,Outbound,shipped,Pritesh Shah,2025-08-26 20:57:23,0
903-20,Unknown,Unknown,Unknown,canceled,2025-08-14 14:25:04,Unknown,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-14 23:55:04,0
903-19,Unknown,Unknown,Unknown,canceled,2025-08-14 14:24:02,Unknown,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-14 23:54:03,0
803-2-1,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,canceled,2025-08-14 14:21:28,NA Spare Parts,Unknown,Test,151.31,205.59,181.57,sender,Outbound,shipped,Pranav Kode,2025-08-14 23:52:02,0
903-18,Unknown,Unknown,Unknown,canceled,2025-08-14 14:21:21,Unknown,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-14 23:51:22,0
903-17,Unknown,Unknown,Unknown,canceled,2025-08-14 14:20:23,Unknown,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-14 23:50:23,0
803-2,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,shipped,2025-08-14 14:15:54,NA Spare Parts,Unknown,Test,151.31,205.59,181.57,sender,Outbound,shipped,Pranav Kode,2025-08-14 23:46:14,0
906,FedEx,FedEx International Economy,Unknown,blocked,2025-08-26 11:24:40,NA Spare Parts,DPS,ABC Trading Co.,0.0,0.0,0.0,sender,Outbound,pending,Pritesh Shah,2025-08-26 20:54:57,0
802-1,Unknown,Unknown,Unknown,draft,2025-08-14 14:12:31,Unknown,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Outbound,pending,Unknown User,2025-08-14 23:42:31,0
903,UPS,UPS Ground,Unknown,canceled,2025-08-14 14:10:37,NA Spare Parts,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-14 23:40:44,0
903-16,Unknown,Unknown,Unknown,canceled,2025-08-14 14:09:32,Unknown,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-14 23:39:33,0
Printer_test-1-1,FedEx,FedEx Express Saver,Unknown,draft,2025-08-14 11:09:43,NA Spare Parts,AID449899541,"DELTA AIR LINES, INC.",0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2025-08-14 23:39:48,0
903-15,Unknown,Unknown,Unknown,canceled,2025-08-14 14:08:15,Unknown,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-14 23:38:15,0
903-14,Unknown,Unknown,Unknown,canceled,2025-08-14 14:07:19,Unknown,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-14 23:37:19,0
903-13,Unknown,Unknown,Unknown,canceled,2025-08-14 14:06:29,Unknown,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-14 23:36:29,0
903,UPS,UPS Ground,Unknown,canceled,2025-08-14 14:03:46,NA Spare Parts,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-14 23:34:19,0
903,UPS,UPS Ground,Unknown,canceled,2025-08-14 14:01:54,NA Spare Parts,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-14 23:32:00,0
903,UPS,UPS Ground,Unknown,canceled,2025-08-14 13:52:37,NA Spare Parts,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-14 23:22:48,0
900,FedEx,FedEx Express Saver,794607102823,shipped,2025-08-14 14:15:17,NA Spare Parts,Unknown,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Pritesh Shah,2025-08-14 23:46:37,0
903,SAIA,Standard,Unknown,canceled,2025-08-14 13:58:28,NA Spare Parts,105900,Paccable Corp.,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-14 23:28:59,0
900-9,Unknown,Unknown,Unknown,canceled,2025-08-14 13:47:15,Unknown,Unknown,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-14 23:17:15,0
903-12,Unknown,Unknown,Unknown,canceled,2025-08-14 13:45:27,Unknown,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-14 23:15:27,0
903,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,canceled,2025-08-14 13:44:51,NA Spare Parts,Unknown,Test,151.31,205.59,181.57,sender,Outbound,shipped,Pranav Kode,2025-08-14 23:15:00,0
902,FedEx,FedEx International Economy,Unknown,canceled,2025-08-14 13:59:33,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-14 23:30:35,0
902,FedEx,FedEx International Economy,794607100670,canceled,2025-08-14 13:36:00,NA Spare Parts,AID672847499,Deutsches Museum,405.75,405.75,486.9,sender,Outbound,shipped,Pranav Kode,2025-08-14 23:06:36,0
902-10,Unknown,Unknown,Unknown,canceled,2025-08-14 13:34:39,Unknown,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-14 23:04:39,0
Unknown,Unknown,Unknown,Unknown,draft,2025-08-14 13:15:22,NA Spare Parts,Unknown,Unknown,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-14 22:45:31,0
903-11,Unknown,Unknown,Unknown,draft,2025-08-14 13:12:33,Unknown,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Unknown User,2025-08-14 22:42:33,0
902,UPS,UPS Worldwide Saver,1ZXXXXXXXXXXXXXXXX,canceled,2025-08-14 13:15:34,NA Spare Parts,AID672847499,Deutsches Museum,511.26,516.42,613.51,sender,Outbound,shipped,Pranav Kode,2025-08-14 22:45:47,0
901,SAIA,Standard,999999999993,canceled,2025-08-14 13:46:15,NA Spare Parts,105900,Paccable Corp.,555.87,6499.8,667.04,sender,Outbound,shipped,Pranav Kode,2025-08-14 23:16:21,0
900,FedEx,FedEx 2 Day,794607100990,canceled,2025-08-14 13:45:42,NA Spare Parts,Unknown,ADAMS CO.,192.78,192.78,231.34,sender,Outbound,shipped,Pranav Kode,2025-08-14 23:15:54,0
800,SAIA,Standard,Unknown,draft,2025-08-14 10:41:25,NA Spare Parts,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-14 20:11:32,0
800010,ABF,Standard,069986955,shipped,2025-08-13 21:09:11,NA Spare Parts,AID672847499,Dental Delights,1183.37,1183.37,1420.04,sender,Outbound,shipped,Bhavana Musuluri,2025-08-13 21:10:03,0
800008,FedEx,FedEx International Economy,794606887972,shipped,2025-08-13 21:07:38,NA Spare Parts,AID672847499,Deutsches Museum,404.25,404.25,485.1,sender,Outbound,shipped,Bhavana Musuluri,2025-08-13 21:08:30,0
800007,UPS,UPS 2nd Day Air,1ZXXXXXXXXXXXXXXXX,shipped,2025-08-13 21:00:55,NA Spare Parts,Unknown,Dental Delights,581.43,640.05,697.72,sender,Outbound,shipped,Bhavana Musuluri,2025-08-13 21:05:37,0
800010,ABF,Standard,069986947,shipped,2025-08-13 19:45:36,NA Spare Parts,AID672847499,Dental Delights,1183.37,1183.37,1420.04,sender,Outbound,shipped,Bhavana Musuluri,2025-08-13 19:46:35,0
800008,FedEx,FedEx International Economy,794606881242,shipped,2025-08-13 19:43:41,NA Spare Parts,AID672847499,Deutsches Museum,404.25,404.25,485.1,sender,Outbound,shipped,Bhavana Musuluri,2025-08-13 19:44:53,0
800007,UPS,UPS 2nd Day Air,1ZXXXXXXXXXXXXXXXX,shipped,2025-08-13 19:36:09,NA Spare Parts,Unknown,Dental Delights,581.43,640.05,697.72,sender,Outbound,shipped,Bhavana Musuluri,2025-08-13 19:42:45,0
903,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,canceled,2025-08-14 10:38:03,NA Spare Parts,Unknown,Test,162.32,270.96,194.78,sender,Outbound,shipped,Pranav Kode,2025-08-14 20:08:27,0
902,UPS,UPS Worldwide Saver,1ZXXXXXXXXXXXXXXXX,canceled,2025-08-14 10:35:44,NA Spare Parts,AID672847499,Deutsches Museum,511.26,516.42,613.51,sender,Outbound,shipped,Pranav Kode,2025-08-14 20:06:28,0
901,SAIA,Standard,999999999993,shipped,2025-08-14 14:18:57,NA Spare Parts,105900,Paccable Corp.,555.87,6499.8,667.04,sender,Outbound,shipped,Pritesh Shah,2025-08-14 23:49:50,0
900,FedEx,FedEx 2 Day,794607085551,canceled,2025-08-14 10:22:43,NA Spare Parts,Unknown,ADAMS CO.,192.78,192.78,231.34,sender,Outbound,shipped,Pranav Kode,2025-08-14 19:56:12,0
900-7,FedEx,FedEx 2 Day,794606514946,shipped,2025-08-11 14:26:19,NA Spare Parts,NY01,ADAMS CO.,192.78,192.78,231.34,sender,Outbound,shipped,Pranav Kode,2025-08-11 23:57:41,0
903,UPS,UPS Ground,Unknown,canceled,2025-08-08 11:30:58,NA Spare Parts,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-08 21:01:05,0
902,UPS,UPS Worldwide Saver,Unknown,canceled,2025-08-14 13:16:43,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-14 22:46:52,0
901,SAIA,Standard,999999999993,shipped,2025-08-08 12:03:57,NA Spare Parts,105900,Paccable Corp.,557.63,6501.56,669.16,sender,Outbound,shipped,Pritesh Shah,2025-08-08 21:35:14,0
900,FedEx,FedEx 2 Day,794606213850,canceled,2025-08-08 12:00:00,NA Spare Parts,Unknown,ADAMS CO.,192.78,192.78,231.34,sender,Outbound,shipped,Pranav Kode,2025-08-08 21:32:06,0
800007,UPS,UPS 2nd Day Air,1ZXXXXXXXXXXXXXXXX,shipped,2025-08-07 21:39:36,NA Spare Parts,AID672847499,Dental Delights,584.65,643.31,701.58,sender,Outbound,shipped,Bhavana Musuluri,2025-08-07 21:48:34,0
903,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,canceled,2025-08-07 10:32:24,NA Spare Parts,Unknown,Test,162.32,270.96,194.78,sender,Outbound,shipped,Pranav Kode,2025-08-07 20:03:37,0
902,UPS,UPS Worldwide Saver,1ZXXXXXXXXXXXXXXXX,canceled,2025-08-07 10:29:08,NA Spare Parts,AID672847499,Deutsches Museum,513.31,518.5,615.97,sender,Outbound,shipped,Pranav Kode,2025-08-07 20:00:11,0
901,SAIA,Standard,999999999993,shipped,2025-08-07 10:25:53,NA Spare Parts,105900,Paccable Corp.,557.63,6501.56,669.16,sender,Outbound,shipped,Pritesh Shah,2025-08-07 19:57:56,0
900,FedEx,FedEx Express Saver,794606100375,shipped,2025-08-07 10:22:31,NA Spare Parts,Unknown,ADAMS CO.,151.59,151.59,181.91,sender,Outbound,shipped,Pritesh Shah,2025-08-07 19:54:06,0
903,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,canceled,2025-08-06 14:34:47,NA Spare Parts,Unknown,Test,162.32,270.96,194.78,sender,Outbound,shipped,Pranav Kode,2025-08-07 00:05:13,0
902,UPS,UPS Worldwide Saver,1ZXXXXXXXXXXXXXXXX,canceled,2025-08-06 14:32:22,NA Spare Parts,AID672847499,Deutsches Museum,513.31,518.5,615.97,sender,Outbound,shipped,Pranav Kode,2025-08-07 00:03:42,0
901,SAIA,Standard,999999999993,shipped,2025-08-06 14:28:33,NA Spare Parts,105900,Paccable Corp.,557.63,6501.56,669.16,sender,Outbound,shipped,Pritesh Shah,2025-08-06 23:59:28,0
900,FedEx,FedEx Express Saver,794605979065,shipped,2025-08-06 14:18:51,NA Spare Parts,Unknown,ADAMS CO.,151.59,151.59,181.91,sender,Outbound,shipped,Pritesh Shah,2025-08-06 23:55:46,0
801,FedEx,FedEx International Economy,794605893537,canceled,2025-08-05 14:29:08,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Outbound,shipped,Pranav Kode,2025-08-05 23:59:48,0
902-9,Unknown,Unknown,Unknown,canceled,2025-08-05 13:35:26,Unknown,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-05 23:05:17,0
900-8,Unknown,Unknown,Unknown,draft,2025-08-05 13:35:11,Unknown,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Unknown User,2025-08-05 23:05:02,0
800,SAIA,Standard,999999999993,canceled,2025-08-05 14:22:15,NA Spare Parts,Unknown,Test,461.55,4256.36,553.86,sender,Outbound,shipped,Pranav Kode,2025-08-05 23:56:13,0
901,SAIA,Standard,999999999993,canceled,2025-08-14 10:29:27,NA Spare Parts,105900,Paccable Corp.,555.87,6499.8,667.04,sender,Outbound,shipped,Pranav Kode,2025-08-14 20:02:27,0
900,FedEx,FedEx Standard Overnight,Unknown,draft,2025-08-05 13:25:11,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,pending,Pritesh Shah,2025-08-05 22:55:13,0
701,SAIA,Standard,Unknown,draft,2025-08-05 11:16:37,NA Spare Parts,105900,Paccable Corp.,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-05 20:46:49,0
901,SAIA,Standard,999999999993,shipped,2025-08-11 14:22:47,NA Spare Parts,105900,Paccable Corp.,557.63,6501.56,669.16,sender,Outbound,shipped,Pranav Kode,2025-08-11 23:54:52,0
903,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,canceled,2025-08-05 11:20:02,NA Spare Parts,Unknown,Test,162.32,270.96,194.78,sender,Outbound,shipped,Pranav Kode,2025-08-05 20:50:26,0
902,FedEx,FedEx International Economy,794605879511,canceled,2025-08-05 11:18:36,NA Spare Parts,AID672847499,Deutsches Museum,405.75,405.75,486.9,sender,Outbound,shipped,Pranav Kode,2025-08-05 20:49:14,0
901,SAIA,Standard,999999999993,shipped,2025-08-05 11:08:45,NA Spare Parts,105900,Paccable Corp.,557.63,6501.56,669.16,sender,Outbound,shipped,Pritesh Shah,2025-08-05 20:41:33,0
900,FedEx,FedEx 2 Day,794605878710,shipped,2025-08-05 11:04:43,NA Spare Parts,Unknown,ADAMS CO.,192.78,192.78,231.34,sender,Outbound,shipped,Pritesh Shah,2025-08-05 20:36:17,0
800007,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,shipped,2025-08-06 13:45:19,NA Spare Parts,AID672847499,Dental Delights,109.71,163.57,131.65,sender,Outbound,shipped,Bhavana Musuluri,2025-08-06 13:47:36,0
800008,Unknown,Unknown,Unknown,canceled,2025-08-07 20:58:07,Unknown,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Outbound,pending,Bhavana Musuluri,2025-08-07 20:58:13,0
S10-3-1-1,BLUE DART,Domestic Priority,20472008465,shipped,2025-08-01 16:43:11,CloudLeapIndia,85614,Cloudleap,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2025-08-01 16:43:59,0
800008-1,UPS,UPS Worldwide Expedited,1ZXXXXXXXXXXXXXXXX,shipped,2025-08-01 14:23:30,NA Spare Parts,AID672847499,Deutsches Museum,465.24,469.94,558.29,sender,Outbound,shipped,Bhavana Musuluri,2025-08-01 14:24:17,0
800009,Unknown,Unknown,Unknown,canceled,2025-08-05 13:23:24,Unknown,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Outbound,pending,Bhavana Musuluri,2025-08-05 13:23:36,0
800009,UPS,UPS Worldwide Expedited,1ZXXXXXXXXXXXXXXXX,shipped,2025-08-04 21:02:10,NA Spare Parts,AID672847499,Deutsches Museum,466.17,470.88,559.4,sender,Outbound,shipped,Bhavana Musuluri,2025-08-04 21:04:54,0
800010,ABF,Standard,069986812,shipped,2025-08-07 21:50:01,NA Spare Parts,AID672847499,Dental Delights,1182.22,1182.22,1418.66,sender,Outbound,shipped,Bhavana Musuluri,2025-08-07 21:51:10,0
8000100-1,ABF,Standard,069986648,shipped,2025-08-01 14:17:58,NA Spare Parts,AID672847499,Dental Delights,1189.25,1189.25,1427.1,sender,Outbound,shipped,Bhavana Musuluri,2025-08-01 14:18:20,0
8000100,ESTES,Standard,0868272897,shipped,2025-08-01 14:12:46,NA Spare Parts,AID672847499,Dental Delights,1190.13,6734.02,1428.16,sender,Outbound,shipped,Bhavana Musuluri,2025-08-01 14:14:03,0
S10-3-1,Unknown,Unknown,Unknown,draft,2025-08-01 12:49:10,Unknown,85614,CloudLeap Software Pvt Ltd.,0.0,0.0,0.0,sender,Outbound,pending,Unknown User,2025-08-01 12:49:10,0
S10-2-3,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,shipped,2025-08-01 16:19:37,NA Spare Parts,12106,BARBER BROTHERS DAIRY,40.37,40.78,48.44,sender,Outbound,shipped,Srikanth Bandi,2025-08-01 16:21:54,0
50,FedEx,FedEx Standard Overnight,794605522694,shipped,2025-07-30 18:47:29,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Pranav Kode,2025-07-31 04:17:51,0
50,FedEx,FedEx Standard Overnight,794605522422,canceled,2025-07-30 18:45:21,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Pranav Kode,2025-07-31 04:15:39,0
50,FedEx,FedEx Standard Overnight,794605522157,canceled,2025-07-31 04:13:04,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Pranav Kode,2025-07-31 04:13:21,0
Unknown,Unknown,Unknown,Unknown,draft,2025-07-30 15:38:54,NA Spare Parts,Unknown,Unknown,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-07-31 01:09:00,0
52,FedEx,FedEx International Economy,Unknown,draft,2025-07-30 15:39:38,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-07-31 01:09:45,0
53,UPS,UPS Ground,Unknown,draft,2025-07-30 15:40:16,NA Spare Parts,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-07-31 01:10:41,0
54,CloudLeap Truck,Spot Quote,Unknown,draft,2025-07-30 15:41:15,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-07-31 01:11:32,0
51,SAIA,Standard,Unknown,draft,2025-08-05 11:15:36,NA Spare Parts,105900,Paccable Corp.,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-08-05 20:45:38,0
50,FedEx,FedEx 2 Day,794605522249,canceled,2025-07-31 04:13:33,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Pranav Kode,2025-07-31 04:13:47,0
903,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,canceled,2025-07-31 11:33:32,NA Spare Parts,Unknown,Test,162.32,270.96,194.78,sender,Outbound,shipped,Pranav Kode,2025-07-31 21:04:42,0
902,FedEx,FedEx International Economy,794605580447,canceled,2025-07-31 11:31:20,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Outbound,shipped,Pranav Kode,2025-07-31 21:02:31,0
901,SAIA,Standard,999999999993,shipped,2025-07-31 11:25:31,NA Spare Parts,105900,Paccable Corp.,557.63,6501.56,669.16,sender,Outbound,shipped,Pranav Kode,2025-07-31 20:57:32,0
900,FedEx,FedEx Express Saver,794605580090,shipped,2025-07-31 11:21:58,NA Spare Parts,Unknown,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Pranav Kode,2025-07-31 20:54:04,0
test,UPS,UPS 2nd Day Air,1ZXXXXXXXXXXXXXXXX,shipped,2025-08-15 17:15:25,NA Spare Parts,43096,AG SPECIALISTS INC KIM ALVAREZ,68.57,69.26,82.28,sender,Outbound,shipped,Bhavana Musuluri,2025-07-30 17:24:28,0
800011-1,Unknown,Unknown,Unknown,draft,2025-07-30 17:13:51,Unknown,Unknown,Dental Delights,0.0,0.0,0.0,sender,Outbound,pending,Unknown User,2025-07-30 17:13:51,0
905-1-2,Unknown,Unknown,Unknown,draft,2025-07-25 12:39:51,Unknown,AID752821231,Knightriders,0.0,0.0,0.0,sender,Outbound,pending,Unknown User,2025-07-25 22:09:52,0
903,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,canceled,2025-07-28 15:26:15,NA Spare Parts,Unknown,Test,162.32,270.96,194.78,sender,Outbound,shipped,Pranav Kode,2025-07-29 00:56:33,0
902,FedEx,FedEx International Economy,794605244120,canceled,2025-07-28 15:24:55,NA Spare Parts,AID672847499,Deutsches Museum,405.75,405.75,486.9,sender,Outbound,shipped,Pranav Kode,2025-07-29 00:55:29,0
